sample,gene,log2(burst size_fc),log2(burst frequency_fc),log2(mean_fc),log2(var_fc),select
NA12878,ENSG00000101363,0.09693527038571845,0.05117434565908019,0.14908462230262204,0.1362085215269906,0
NA12878,ENSG00000101367,-0.3791752682234482,0.46273141708639176,0.08328618248942767,0.10581612143854123,0
NA12878,ENSG00000101546,0.0518761988797355,-0.4151833245471449,-0.3637430229774986,-0.2711087042933423,0
NA12878,ENSG00000101557,-0.024395936299964453,0.206987549578459,0.18298289833922018,0.12326323768925829,0
NA12878,ENSG00000101608,-0.08068895718260218,0.19596963257960012,0.10634749330687966,0.08458611197597138,0
NA12878,ENSG00000102445,-0.45932269761949096,0.4203839597848469,-0.0388670196941845,0.003776111887050214,0
NA12878,ENSG00000102710,0.28323982315957574,-0.28291823003437827,0.0,-0.010471973689235506,1
NA12878,ENSG00000102753,-1.64110602011535,1.6745550530486726,0.033122830961933414,0.04745472273561454,0
NA12878,ENSG00000102962,0.7965151619334108,0.1439930012158604,0.3134135636991149,-0.1388336407966564,0
NA12878,ENSG00000103150,0.13009473904495358,-0.14350700547506812,-0.01328079334049317,-0.009569217952758318,0
NA12878,ENSG00000103253,1.0928602096305529,-1.3049082767950229,-0.3712308130972833,-0.3774472522449132,0
NA12878,ENSG00000103274,-1.8229726079635413,1.7993311087212591,-0.023561597554556626,-0.04963156179311418,1
NA12878,ENSG00000103335,-1.5183513068735277,1.6835945581425296,0.16597390508994192,0.07144209514401,0
NA12878,ENSG00000103375,0.0,0.0,-0.5849625007211563,-0.3219280948873625,0
NA12878,ENSG00000103550,-0.41331592009180035,0.9859081753144723,0.5722278773796765,0.48929971868343863,0
NA12878,ENSG00000103642,0.42676716605564474,-0.9237520174627704,-0.5043108174466082,-0.33523902206480716,0
NA12878,ENSG00000103707,-0.6506904836862062,0.6185666989275909,-0.03215399956591722,-0.057653843675814116,0
NA12878,ENSG00000103966,-1.0809568494895867,1.2136265548840235,0.13254787941538343,0.08220415376305731,0
NA12878,ENSG00000104320,0.27338628795191233,-0.5187308697011848,-0.19440658701873842,-0.174735141891527,0
NA12878,ENSG00000104388,0.23205838034117388,-0.35386990357120346,-0.12139371727354868,-0.0372565028837772,0
NA12878,ENSG00000104522,-0.8553996666771072,0.7280434377214672,-0.12731370801779604,-0.15849437522946963,0
NA12878,ENSG00000104524,0.23247959300634186,-0.19662654124688167,0.035822492534528454,0.08015771494537595,1
NA12878,ENSG00000104731,-0.4909083259036374,-0.5949700811175819,-1.0854837292615493,-1.0140772981605404,0
NA12878,ENSG00000104763,-0.5008451023115643,-0.762335741497067,-1.1235452601244358,-0.8914650788859936,0
NA12878,ENSG00000104805,-0.1092752533335644,0.2951589438411242,0.18550659107445816,0.08808215658111575,0
NA12878,ENSG00000104835,0.7118122071816926,-1.2462215793137097,-0.5343998024251174,-0.4873559939933242,0
NA12878,ENSG00000104852,0.29328552886965625,-0.5804958168308597,-0.2877898638257112,-0.12452851518386739,0
NA12878,ENSG00000104872,-0.2474038468569441,-0.08043013604925581,-0.3281093192014814,-0.3882382874782122,0
NA12878,ENSG00000104964,0.12988638973256622,-0.2754805455740223,-0.14150661100310488,-0.07580451402428799,0
NA12878,ENSG00000104976,0.21046225750015862,-0.024097815369878723,0.18547655250174844,0.1961011941729059,0
NA12878,ENSG00000105171,-0.02521561447040524,0.21315037627220987,0.18779394688401227,0.17464037621024558,0
NA12878,ENSG00000105173,-0.13536363914393632,0.4113106728095378,0.2753600181683384,0.2731154660106124,0
NA12878,ENSG00000105185,-0.09859376786546813,0.2875169586935762,0.18956361586554352,0.2122805889052729,0
NA12878,ENSG00000105193,0.16172652588990347,-0.4266402128942961,-0.23473473344844073,-0.16804469388989324,0
NA12878,ENSG00000105246,0.5446654657681675,-0.6826936061113513,-0.21495072770937096,-0.23718193322476852,0
NA12878,ENSG00000105323,-0.005816004426242836,-0.34790068512765615,-0.3537303471166146,-0.3153395239866151,0
NA12878,ENSG00000105364,-0.5118326760760806,0.28589663914937957,-0.2271135270804486,-0.34312126601958637,0
NA12878,ENSG00000105373,-0.2338022207519749,0.471928602543235,0.14407404887657138,0.03187076966456778,0
NA12878,ENSG00000105393,0.013310043727562604,0.1349139719429928,0.14769655230895165,0.03353438862923294,0
NA12878,ENSG00000105607,0.21576789984091294,-0.2590298588874883,-0.04325319795388385,-0.16873073717245482,1
NA12878,ENSG00000105676,-0.7922484810393847,0.6179307618684586,-0.17417118788157773,-0.23198588841624207,0
NA12878,ENSG00000105698,-1.2345683845190705,1.1089703325518414,-0.12565549405032717,-0.13939914317120441,0
NA12878,ENSG00000105810,-0.19921495127890454,0.747424852216941,0.5481810490001209,0.5074292992053566,0
NA12878,ENSG00000105875,-0.33078818404647037,0.12664275147829765,-0.20490599090336614,-0.21552737360604052,0
NA12878,ENSG00000105887,-0.32949509213431105,0.007903858214760851,-0.32173576702012524,-0.324492577836823,0
NA12878,ENSG00000105926,-0.15674548420291903,0.14214063648029576,-0.01841308620150889,-0.10543352256961527,1
NA12878,ENSG00000106012,-0.3448205276346111,0.41958995557647866,0.07230877246059643,0.005261909035349796,0
NA12878,ENSG00000106153,0.05895047859306577,-0.12578635621474912,-0.05547178233117999,-0.019961145914913613,0
NA12878,ENSG00000106263,0.12443536033584507,-0.5786390625986217,-0.45324453722129726,-0.35048763784330017,0
NA12878,ENSG00000106290,0.642894399026539,-0.5509942965251147,0.09181838439381505,0.0702455175530554,0
NA12878,ENSG00000106355,-0.16832273622117627,0.09735776598676338,-0.07322939432541982,-0.061224991496958356,0
NA12878,ENSG00000106367,-0.19736344613984408,0.5058710944649676,0.30870445842769323,0.2702580568780875,0
NA12878,ENSG00000106400,-0.7191866600291711,0.7004402525075153,-0.019708088729639514,-0.052791076877605765,1
NA12878,ENSG00000106603,-0.4880568037114286,-0.1940857041664158,-0.683313890621793,-0.7978435136512906,0
NA12878,ENSG00000106638,-0.17156269722843137,-0.17651864366455855,-0.34752506590407567,-0.34209373442293295,0
NA12878,ENSG00000106665,-0.806227158972207,1.0546321636495708,0.2521383986668486,0.26412552633161696,0
NA12878,ENSG00000106733,-0.0964880598920441,-0.0999297176491253,-0.1982463340047453,-0.2720049132704471,0
NA12878,ENSG00000107099,-0.9468893103077625,0.9787790824472503,0.0326452888707156,0.013283148940900262,0
NA12878,ENSG00000107438,-0.16657310330473227,0.1982979209873184,0.023676448880979455,-0.04162382278552427,0
NA12878,ENSG00000107521,0.21127813885643787,-1.1894947674937404,-0.9781601924084357,-0.9226451951958948,0
NA12878,ENSG00000107554,-0.6793759095364884,0.8529546544155598,0.1740840098734683,0.153427121453312,0
NA12878,ENSG00000107959,0.5477927536638603,-0.21318660152845864,0.3345301088404667,0.34641966186699996,0
NA12878,ENSG00000108061,-0.18543982746220058,0.10588733161023497,-0.07957421915620798,-0.09087813998632188,0
NA12878,ENSG00000108091,-0.21683731348365776,0.10366209358146618,-0.11304254857552012,-0.08800929564085558,0
NA12878,ENSG00000108094,-0.13671469166536968,0.0991950014134136,-0.03748568771645705,-0.041306452658055375,0
NA12878,ENSG00000108107,-0.6911848928979134,2.0326957977251867,1.139933912088304,0.5540138290075214,0
NA12878,ENSG00000108179,0.08588329824530175,0.09133232748462759,0.17862104984055935,0.09415357343644692,0
NA12878,ENSG00000108344,-1.1357520774021754,1.0681491632978066,-0.06805927821562921,-0.19219000966271205,1
NA12878,ENSG00000108468,-0.35218899080460414,0.3779812655565807,0.025672456445165925,0.06726648495932051,1
NA12878,ENSG00000108528,-0.7165501193991999,0.8617443689197062,0.14510914007323367,-0.01884319456410795,0
NA12878,ENSG00000108588,0.6633223079920274,-0.4785828791014817,0.18482004144009284,0.27966120851058657,0
NA12878,ENSG00000108604,-0.5095401446960226,0.8143828638936903,0.3057517603198269,0.31175909432119236,0
NA12878,ENSG00000108840,0.2987855051204815,-0.4433115191890294,-0.14473509298101078,-0.12514261725183384,0
NA12878,ENSG00000109534,0.38129967698383627,-0.46824236827054766,-0.08737814374006235,0.0016369937630971588,0
NA12878,ENSG00000109536,-0.9529856450697654,0.8101389325948878,-0.14287157073663434,-0.19400135352177322,0
NA12878,ENSG00000109689,-0.22004229309780382,0.10507263038158927,-0.11457986596758514,-0.14248924070827948,0
NA12878,ENSG00000110060,1.1191605998274377,-1.066036372765474,0.05266082779518417,0.10894606212147487,1
NA12878,ENSG00000110074,0.5578548426133874,-1.0074195523466452,-0.4495018194091618,-0.3880949035286069,0
NA12878,ENSG00000110328,-2.130093770057709,1.2664925516781378,-0.6624422835939991,-0.7187353617351855,0
NA12878,ENSG00000110871,-2.0247065573817347,1.686373314152801,-0.33608494267542305,-0.3897252415126344,0
NA12878,ENSG00000110906,0.8554327762527671,-1.7551083969299286,-0.8999871658557201,-0.8768056311853941,0
NA12878,ENSG00000110917,-0.13342808155938407,0.00031139467589359033,-0.1345901092100306,-0.1291646286006927,0
NA12878,ENSG00000111328,0.557307656365832,-1.611242440061991,-1.0544632404480152,-1.0481121108026188,0
NA12878,ENSG00000111361,-0.7966108919180003,0.6870560721688563,-0.10905051224955584,-0.18836986834866562,0
NA12878,ENSG00000111364,-0.8870033410310841,1.1631670821415685,0.2776730908118754,0.31464747391697784,0
NA12878,ENSG00000111602,-1.2528757670788644,1.3981381111784987,0.14746638638641157,0.15846796262430804,0
NA12878,ENSG00000111615,0.23863372952062223,-0.6122650633289288,-0.3741611610457059,-0.35581637805187366,0
NA12878,ENSG00000111642,0.200539962981455,-0.33368706118934743,-0.13334901615672867,-0.09061784779048102,0
NA12878,ENSG00000111707,-0.555728644371156,0.9655073825250218,0.4093596127059928,0.39729445025814514,0
NA12878,ENSG00000111711,1.589742275763484,-2.005929698730821,-0.41645979866340743,-0.5566336618750609,0
